GA	pcp	RISPERIDONE	1846425	1542864.02
GA	pcp	SERTRALINE HCL	8645354	2704641.41999999
GA	psych	CLONAZEPAM	128094	37180.19
GA	psych	LAMOTRIGINE	68279	36757.55
GA	psych	QUETIAPINE FUMARATE	132285	788173.23
GA	psych	SERTRALINE HCL	92775	34553.93
GU	pcp	CLONAZEPAM	810	188.51
GU	pcp	FLUOXETINE HCL	2610	514.15
GU	pcp	QUETIAPINE FUMARATE	870	535.18
GU	pcp	RISPERIDONE	330	92.13
GU	pcp	ZOLPIDEM TARTRATE	8982	1978.96
HI	pcp	DIVALPROEX SODIUM	80307	173139.81
HI	psych	CLONAZEPAM	10341	3039.33
HI	psych	LAMOTRIGINE	8965	5007.09
IA	pcp	BUPROPION HCL	959201	1035962.28
IA	pcp	LAMOTRIGINE	214636	235604.58
IA	pcp	ZOLPIDEM TARTRATE	2308242	621533.57
IA	psych	BUPROPION HCL	15479	19231.25
IA	psych	TRAZODONE HCL	28469	7439.49
IA	psych	ZOLPIDEM TARTRATE	4802	847.82
ID	psych	BUPROPION HCL	9005	8813.85
ID	psych	CLONAZEPAM	5104	1031.39
ID	psych	QUETIAPINE FUMARATE	6446	25092.69
ID	psych	RISPERIDONE	2751	2149.3
ID	psych	TRAZODONE HCL	4644	956.03
ID	psych	ZOLPIDEM TARTRATE	4490	664.24
IL	pcp	BUPROPION HCL	1848083	1940334.12
IL	pcp	DIVALPROEX SODIUM	2112391	4148622.58999999
IL	pcp	LAMOTRIGINE	621669	655376.169999999
IL	pcp	TRAZODONE HCL	4488030	962010.040000001
IL	psych	BUPROPION HCL	131546	157867.14
IL	psych	FLUOXETINE HCL	95654	36319.62
IL	psych	LAMOTRIGINE	110910	50246.35
IL	psych	TRAZODONE HCL	126812	33219.57
IL	psych	ZOLPIDEM TARTRATE	59706	29505.84
IN	pcp	FLUOXETINE HCL	5074511	1632667.4
IN	pcp	QUETIAPINE FUMARATE	1766650	5650753.17
IN	psych	FLUOXETINE HCL	31403	13555.55
IN	psych	QUETIAPINE FUMARATE	36033	238513.5
IN	psych	RISPERIDONE	22910	16913.79
KS	pcp	BUPROPION HCL	764805	821404.69
KS	pcp	FLUOXETINE HCL	1404181	482051.519999999
KS	pcp	QUETIAPINE FUMARATE	954520	3130932.42
KS	pcp	TRAZODONE HCL	1751201	351662.4
KS	psych	CLONAZEPAM	27900	7671.23
KS	psych	LAMOTRIGINE	11280	4903.8
KY	pcp	LAMOTRIGINE	319754	310653.42
KY	pcp	QUETIAPINE FUMARATE	1873146	6146407.8
KY	pcp	SERTRALINE HCL	6096625	2136663.18
KY	pcp	ZOLPIDEM TARTRATE	4245342	1503996.42
KY	psych	CLONAZEPAM	62267	25957.23
KY	psych	LAMOTRIGINE	42300	49374.47
LA	pcp	SERTRALINE HCL	4043333	1065709.85
LA	pcp	ZOLPIDEM TARTRATE	4151318	1243414.29
LA	psych	BUPROPION HCL	106932	134558.23
LA	psych	CLONAZEPAM	102468	23359.94
LA	psych	FLUOXETINE HCL	96033	36130.73
LA	psych	RISPERIDONE	124773	152327.71
LA	psych	TRAZODONE HCL	145115	36732.67
LA	psych	ZOLPIDEM TARTRATE	54195	25887.01
MA	pcp	BUPROPION HCL	1614231	1758876.59
MA	pcp	FLUOXETINE HCL	3352498	1392188.22
MA	pcp	QUETIAPINE FUMARATE	2008269	6183238.39999998
MA	pcp	RISPERIDONE	1173596	1350782.89
MA	pcp	TRAZODONE HCL	6279871	1414048.67
MA	psych	CLONAZEPAM	138753	42447.48
MA	psych	SERTRALINE HCL	62117	21172.25
MD	pcp	DIVALPROEX SODIUM	666490	998278.430000001
MD	pcp	QUETIAPINE FUMARATE	989538	2002150.32
MD	pcp	SERTRALINE HCL	3728341	1194262.64
MD	psych	RISPERIDONE	48443	44179.73
MD	psych	SERTRALINE HCL	65644	22518.27
MD	psych	ZOLPIDEM TARTRATE	58099	30211.37
ME	pcp	FLUOXETINE HCL	1060637	425217.6
ME	pcp	ZOLPIDEM TARTRATE	1044254	303718.45
ME	psych	BUPROPION HCL	16727	17978.17
ME	psych	FLUOXETINE HCL	11114	3998.53
ME	psych	QUETIAPINE FUMARATE	14530	80845.18
ME	psych	RISPERIDONE	14046	13037.68
ME	psych	TRAZODONE HCL	12388	2838.09
MI	pcp	CLONAZEPAM	3914844	843495.830000002
MI	pcp	DIVALPROEX SODIUM	1598727	2576874.51
MI	pcp	FLUOXETINE HCL	5797787	1812448.79
MI	pcp	LAMOTRIGINE	593388	554793.08
MI	pcp	QUETIAPINE FUMARATE	3043014	9327513.97
MI	psych	CLONAZEPAM	57683	13502.79
MI	psych	RISPERIDONE	41006	33303.26
MI	psych	SERTRALINE HCL	41379	15113.35
MN	pcp	ZOLPIDEM TARTRATE	2949569	994764.499999999
MN	psych	CLONAZEPAM	42523	10534.97
MN	psych	DIVALPROEX SODIUM	29003	82019.4
MN	psych	RISPERIDONE	29008	28877.9
MO	pcp	LAMOTRIGINE	526002	475377.82
MO	pcp	QUETIAPINE FUMARATE	2249944	8096802.77999999
MO	pcp	SERTRALINE HCL	7128224	2286442.53
MO	psych	CLONAZEPAM	101728	26170.6
MO	psych	QUETIAPINE FUMARATE	92456	598939.47
MO	psych	SERTRALINE HCL	60750	20250.28
MS	pcp	RISPERIDONE	690941	614897.08
MS	pcp	SERTRALINE HCL	2690483	779069.410000001
MS	pcp	ZOLPIDEM TARTRATE	2776992	645068.119999999
MS	psych	BUPROPION HCL	27271	29287.63
MS	psych	FLUOXETINE HCL	15576	6218.39
MS	psych	RISPERIDONE	29078	28615.74
MS	psych	TRAZODONE HCL	32904	8107.21
MS	psych	ZOLPIDEM TARTRATE	16927	4797.46
MT	pcp	FLUOXETINE HCL	612755	201023.24
MT	pcp	LAMOTRIGINE	76070	58909.58
MT	pcp	ZOLPIDEM TARTRATE	696524	187215.64
MT	psych	DIVALPROEX SODIUM	630	111.88
NC	pcp	CLONAZEPAM	5860100	1429620.19
NC	pcp	FLUOXETINE HCL	5031586	1721813.77
NC	pcp	RISPERIDONE	1712874	1543853.87
NC	pcp	ZOLPIDEM TARTRATE	9975206	2986298.76000001
NC	psych	CLONAZEPAM	157689	39265.89
NC	psych	RISPERIDONE	92886	114740.57
NC	psych	ZOLPIDEM TARTRATE	60649	33077.12
ND	pcp	CLONAZEPAM	219231	44769.87
ND	pcp	FLUOXETINE HCL	347410	126543.54
ND	pcp	LAMOTRIGINE	30960	22337.62
ND	pcp	QUETIAPINE FUMARATE	183635	542104.900000001
ND	pcp	ZOLPIDEM TARTRATE	416970	105744.05
ND	psych	BUPROPION HCL	536	549.34
ND	psych	CLONAZEPAM	1893	517.81
ND	psych	DIVALPROEX SODIUM	960	3101.02
ND	psych	SERTRALINE HCL	1070	332.61
ND	psych	TRAZODONE HCL	2066	363.6
NE	pcp	BUPROPION HCL	454511	467505.110000001
NE	pcp	CLONAZEPAM	702175	146220.22
NE	pcp	TRAZODONE HCL	944468	169006.63
NE	psych	FLUOXETINE HCL	3434	1870.46
NE	psych	ZOLPIDEM TARTRATE	6890	1388.06
NH	pcp	DIVALPROEX SODIUM	153931	316002.76
NH	psych	FLUOXETINE HCL	6588	23736.9
NH	psych	RISPERIDONE	5591	4329.93
NH	psych	ZOLPIDEM TARTRATE	3566	2804.87
NJ	pcp	BUPROPION HCL	1224682	1308715.66
NJ	pcp	QUETIAPINE FUMARATE	1865762	5386032.61000001
NJ	pcp	RISPERIDONE	1518468	1533585.72
NJ	pcp	SERTRALINE HCL	6769708	2028583.49
NJ	pcp	TRAZODONE HCL	2110593	481010.04
NJ	pcp	ZOLPIDEM TARTRATE	7570119	2458371.47999999
NJ	psych	BUPROPION HCL	105568	132365.4
NJ	psych	CLONAZEPAM	160254	53999.24
NJ	psych	SERTRALINE HCL	119086	59138.35
NJ	psych	TRAZODONE HCL	87176	24009.72
NM	pcp	LAMOTRIGINE	92688	64872.32
NM	pcp	QUETIAPINE FUMARATE	290648	837582.1
NM	pcp	SERTRALINE HCL	1556087	510939.2
NM	psych	RISPERIDONE	20767	17838.86
NM	psych	SERTRALINE HCL	11872	3804.06
NM	psych	TRAZODONE HCL	22808	5358.97
NV	pcp	DIVALPROEX SODIUM	172612	264432.66
NV	pcp	FLUOXETINE HCL	1227586	449269.24
NV	pcp	QUETIAPINE FUMARATE	311765	723237.13
NV	psych	CLONAZEPAM	29054	8010.8
NV	psych	FLUOXETINE HCL	18465	7915.29
NV	psych	QUETIAPINE FUMARATE	18478	133045.37
NV	psych	RISPERIDONE	15942	8267.21
NY	pcp	BUPROPION HCL	3011293	3292589.83000001
NY	pcp	QUETIAPINE FUMARATE	4989702	12816258.24
NY	pcp	RISPERIDONE	2860746	3378926.08
NY	pcp	SERTRALINE HCL	14934420	5059243.65
NY	pcp	TRAZODONE HCL	5948821	1335916.66
NY	pcp	ZOLPIDEM TARTRATE	15797880	6404606.74999998
NY	psych	FLUOXETINE HCL	439453	254911.2
NY	psych	LAMOTRIGINE	401958	419950.7
OH	pcp	BUPROPION HCL	4096205	4265089.46
OH	pcp	LAMOTRIGINE	871309	1314649.8
OH	pcp	QUETIAPINE FUMARATE	4289688	14687626.71
OH	pcp	SERTRALINE HCL	16653183	5589183.81000001
OH	pcp	TRAZODONE HCL	9433554	2053031.94
OH	pcp	ZOLPIDEM TARTRATE	10082151	3592246.64
OH	psych	FLUOXETINE HCL	101692	57769.5
OH	psych	QUETIAPINE FUMARATE	222268	1660375.02
OK	pcp	CLONAZEPAM	1534438	377779.07
OK	pcp	QUETIAPINE FUMARATE	1065789	4419339.89
OK	psych	CLONAZEPAM	15788	4038.2
OK	psych	FLUOXETINE HCL	17511	9201.4
OK	psych	RISPERIDONE	21897	22248.89
OR	pcp	BUPROPION HCL	1805095	1822393.44
OR	pcp	RISPERIDONE	624936	621838.92
OR	pcp	TRAZODONE HCL	4561526	808537.699999999
OR	psych	CLONAZEPAM	88763	23223
OR	psych	ZOLPIDEM TARTRATE	25367	7248.82
PA	pcp	FLUOXETINE HCL	6339383	2265410.96
PA	pcp	LAMOTRIGINE	1040661	1083912.29
PA	pcp	QUETIAPINE FUMARATE	4237445	12581291.14
PA	psych	RISPERIDONE	232450	213886.64
PR	pcp	CLONAZEPAM	4800344	1211290.77
PR	pcp	DIVALPROEX SODIUM	380512	429956.92
PR	pcp	QUETIAPINE FUMARATE	1157876	1184029.15
PR	pcp	RISPERIDONE	615248	359170.7
PR	pcp	SERTRALINE HCL	3275760	901671.830000001
PR	pcp	TRAZODONE HCL	554699	134880.44
PR	psych	CLONAZEPAM	1683820	473605.49
PR	psych	LAMOTRIGINE	93626	213862.79
RI	pcp	BUPROPION HCL	323957	339472.76
RI	pcp	CLONAZEPAM	679402	180483.24
RI	pcp	FLUOXETINE HCL	681359	263252.36
RI	pcp	LAMOTRIGINE	54417	36808.46
RI	pcp	TRAZODONE HCL	1568606	406656.97
RI	psych	BUPROPION HCL	16858	26386.47
RI	psych	CLONAZEPAM	34573	9857.63
RI	psych	FLUOXETINE HCL	20620	10886.91
RI	psych	SERTRALINE HCL	21515	7145.35
RI	psych	TRAZODONE HCL	28964	8231.76
RI	psych	ZOLPIDEM TARTRATE	8681	6778.73
SC	pcp	BUPROPION HCL	1282338	1348614.11
SC	pcp	CLONAZEPAM	2537493	634287.27
SC	pcp	DIVALPROEX SODIUM	875280	1649976.53
SC	pcp	QUETIAPINE FUMARATE	1257495	4213075.92
SC	pcp	SERTRALINE HCL	4436222	1363031.98
SC	pcp	TRAZODONE HCL	2913253	588050.56
SC	psych	CLONAZEPAM	25819	7680.53
SC	psych	DIVALPROEX SODIUM	8803	22677.44
SC	psych	QUETIAPINE FUMARATE	22308	168718.98
SC	psych	SERTRALINE HCL	11924	9456.69
SD	pcp	BUPROPION HCL	208302	230144.99
SD	pcp	FLUOXETINE HCL	394636	154078.38
SD	pcp	RISPERIDONE	189538	221197.96
SD	pcp	TRAZODONE HCL	482474	89166.84
SD	psych	CLONAZEPAM	1506	456.42
SD	psych	FLUOXETINE HCL	660	189.84
SD	psych	LAMOTRIGINE	559	283.07
SD	psych	QUETIAPINE FUMARATE	964	1809.41
TN	pcp	DIVALPROEX SODIUM	1322945	2240415.92
TN	pcp	FLUOXETINE HCL	3975367	1328864.99
TN	pcp	RISPERIDONE	1193554	1071092.02
TN	psych	RISPERIDONE	23304	48656
TN	psych	ZOLPIDEM TARTRATE	31225	13458.75
TX	pcp	LAMOTRIGINE	721480	614097.610000001
TX	pcp	SERTRALINE HCL	18918650	5456918.59
TX	pcp	ZOLPIDEM TARTRATE	18147456	5267870.41000001
TX	psych	CLONAZEPAM	277319	79987.33
TX	psych	DIVALPROEX SODIUM	86649	252845.01
TX	psych	RISPERIDONE	106980	99713.8900000001
TX	psych	SERTRALINE HCL	165432	70426.44
UT	pcp	BUPROPION HCL	851186	870481.64
UT	pcp	DIVALPROEX SODIUM	243279	500031.34
UT	pcp	FLUOXETINE HCL	1716519	544316.54
UT	pcp	QUETIAPINE FUMARATE	623029	1864813.7
UT	pcp	TRAZODONE HCL	1791180	333502.96
VA	pcp	LAMOTRIGINE	246851	317700.99
VA	psych	CLONAZEPAM	45435	17743.59
VA	psych	LAMOTRIGINE	34876	24188.69
VA	psych	ZOLPIDEM TARTRATE	15599	7750.78
VI	pcp	BUPROPION HCL	1472	1179.87
VI	pcp	CLONAZEPAM	1530	464.56
VI	pcp	DIVALPROEX SODIUM	1599	1194.76
VI	pcp	QUETIAPINE FUMARATE	770	352.37
VI	pcp	RISPERIDONE	660	414.96
VI	pcp	TRAZODONE HCL	3077	667.85
VT	pcp	CLONAZEPAM	385822	99018.4099999999
VT	pcp	RISPERIDONE	127972	109358.64
VT	pcp	ZOLPIDEM TARTRATE	469747	128310.69
VT	psych	CLONAZEPAM	7330	1627.08
VT	psych	DIVALPROEX SODIUM	4005	11769.57
VT	psych	FLUOXETINE HCL	4288	1898.53
VT	psych	LAMOTRIGINE	3110	1581.99
VT	psych	QUETIAPINE FUMARATE	9084	79244.5
WA	pcp	DIVALPROEX SODIUM	810805	1465776.99
WA	pcp	LAMOTRIGINE	583349	368363.09
WA	pcp	QUETIAPINE FUMARATE	1755886	4816350.14
WA	pcp	SERTRALINE HCL	5460233	1578744.87
WA	psych	BUPROPION HCL	65969	81636.11
WA	psych	CLONAZEPAM	70354	18681.68
WA	psych	DIVALPROEX SODIUM	28897	62159.8
WA	psych	RISPERIDONE	57566	60320.57
WA	psych	TRAZODONE HCL	50269	11724.28
WI	pcp	RISPERIDONE	886008	999363.150000001
WI	pcp	SERTRALINE HCL	6703634	2301607.91
WI	pcp	ZOLPIDEM TARTRATE	3773887	1125983.15
WI	psych	BUPROPION HCL	30280	44617.99
WI	psych	CLONAZEPAM	53130	13616.82
WI	psych	DIVALPROEX SODIUM	27806	84215.5
WI	psych	FLUOXETINE HCL	34024	16955.19
WI	psych	LAMOTRIGINE	31987	16991.02
WI	psych	TRAZODONE HCL	43293	11942.43
WV	pcp	BUPROPION HCL	598715	616608.16
WV	pcp	DIVALPROEX SODIUM	463169	842099.71
WV	pcp	QUETIAPINE FUMARATE	766834	2054621.17
WV	pcp	RISPERIDONE	467682	457074.63
WV	pcp	TRAZODONE HCL	1510851	322110.55
WV	psych	CLONAZEPAM	9958	2698.34
WV	psych	SERTRALINE HCL	7094	2509.73
WY	pcp	FLUOXETINE HCL	183336	63149.21
WY	pcp	LAMOTRIGINE	33382	36475.43
WY	pcp	QUETIAPINE FUMARATE	112340	266505.74
WY	pcp	ZOLPIDEM TARTRATE	311962	79530.99
WY	psych	RISPERIDONE	3993	2561.11
WY	psych	SERTRALINE HCL	3914	1189.96
ZZ	pcp	CLONAZEPAM	4075	1084.17
ZZ	pcp	LAMOTRIGINE	870	219.48
ZZ	psych	CLONAZEPAM	1355	365.87
ZZ	psych	QUETIAPINE FUMARATE	495	2630.26
ZZ	psych	RISPERIDONE	1250	1271.17
ZZ	psych	TRAZODONE HCL	1560	249.82
AA	psych	LAMOTRIGINE	878	132.88
AA	psych	TRAZODONE HCL	547	113.28
AE	pcp	TRAZODONE HCL	360	75.6
AE	pcp	ZOLPIDEM TARTRATE	570	90.69
AK	pcp	CLONAZEPAM	62098	20103.96
AK	pcp	FLUOXETINE HCL	73402	30438.78
AK	pcp	RISPERIDONE	31462	27987.38
AK	pcp	ZOLPIDEM TARTRATE	146315	53733.34
AK	psych	QUETIAPINE FUMARATE	3217	13854.11
AK	psych	SERTRALINE HCL	4511	5074.05
AK	psych	ZOLPIDEM TARTRATE	1857	408.16
AL	pcp	CLONAZEPAM	5153792	977237.63
AL	pcp	LAMOTRIGINE	341913	287338.26
AL	pcp	ZOLPIDEM TARTRATE	6633582	1544945.81
AL	psych	BUPROPION HCL	46440	53884.59
AL	psych	FLUOXETINE HCL	44084	26499.13
AL	psych	QUETIAPINE FUMARATE	56862	386272.48
AL	psych	RISPERIDONE	43808	42056.31
AL	psych	TRAZODONE HCL	96194	28018.26
AP	pcp	QUETIAPINE FUMARATE	336	458.23
AR	pcp	RISPERIDONE	641845	528228.62
AR	pcp	SERTRALINE HCL	3336941	942859.210000001
AR	pcp	ZOLPIDEM TARTRATE	3325103	805748.19
AR	psych	BUPROPION HCL	9203	9215.19
AR	psych	DIVALPROEX SODIUM	7205	18920.33
AR	psych	FLUOXETINE HCL	9622	21492.07
AR	psych	TRAZODONE HCL	9691	2271.54
AS	pcp	TRAZODONE HCL	857	240.35
AS	pcp	ZOLPIDEM TARTRATE	894	188.52
AZ	pcp	CLONAZEPAM	1606303	399953.49
AZ	pcp	FLUOXETINE HCL	3079649	1017720.92
AZ	pcp	ZOLPIDEM TARTRATE	4796681	1370164.35
AZ	psych	BUPROPION HCL	136482	162326.84
AZ	psych	FLUOXETINE HCL	71577	27930.99
AZ	psych	SERTRALINE HCL	84801	36282.59
AZ	psych	TRAZODONE HCL	105055	24866.9
AZ	psych	ZOLPIDEM TARTRATE	69284	39088.79
CA	pcp	BUPROPION HCL	6949865	7290686.28999999
CA	pcp	CLONAZEPAM	8461938	2303102.76000001
CA	pcp	FLUOXETINE HCL	18981393	5119563.12
CA	pcp	QUETIAPINE FUMARATE	6962278	21165888.6
CA	pcp	TRAZODONE HCL	18607493	3707769.90000001
CA	psych	SERTRALINE HCL	1016703	437921.52
CO	pcp	CLONAZEPAM	1371246	392944.46
CO	pcp	QUETIAPINE FUMARATE	905094	2189871.01
CO	pcp	RISPERIDONE	422569	450086.78
CO	pcp	SERTRALINE HCL	3029363	1068011.17
CO	psych	QUETIAPINE FUMARATE	69658	216986.98
CO	psych	RISPERIDONE	45243	43584.02
CO	psych	SERTRALINE HCL	51186	21028.9
CT	pcp	FLUOXETINE HCL	1038521	412656.55
CT	pcp	LAMOTRIGINE	247703	295871.94
CT	pcp	ZOLPIDEM TARTRATE	2914922	1097508.93
CT	psych	DIVALPROEX SODIUM	84876	229849.13
CT	psych	QUETIAPINE FUMARATE	121475	707208.18
CT	psych	RISPERIDONE	83017	85793.45
DC	pcp	FLUOXETINE HCL	50345	18460.32
DC	pcp	ZOLPIDEM TARTRATE	212788	60509.87
DC	psych	RISPERIDONE	38721	45996.86
DC	psych	ZOLPIDEM TARTRATE	16244	3553.75
DE	pcp	BUPROPION HCL	328477	324165.17
DE	pcp	QUETIAPINE FUMARATE	225094	587155.66
DE	pcp	TRAZODONE HCL	436475	102962.93
DE	pcp	ZOLPIDEM TARTRATE	836307	267729.03
DE	psych	FLUOXETINE HCL	10091	5775.1
DE	psych	QUETIAPINE FUMARATE	23461	198266.29
FL	pcp	BUPROPION HCL	5705149	5309900.45
FL	pcp	FLUOXETINE HCL	9960378	3306151.29
FL	pcp	QUETIAPINE FUMARATE	6228824	21934995.99
FL	pcp	RISPERIDONE	3487359	2781778.96
FL	pcp	TRAZODONE HCL	11529453	2412888.25
GA	pcp	BUPROPION HCL	2765049	2843454.5
GA	pcp	DIVALPROEX SODIUM	1243983	2101334.18
GA	pcp	LAMOTRIGINE	331831	348997.51
GA	pcp	TRAZODONE HCL	5415999	1133122.96
GA	psych	BUPROPION HCL	120758	157485.77
GA	psych	DIVALPROEX SODIUM	78247	211711.04
GA	psych	TRAZODONE HCL	130168	35466.86
GU	pcp	SERTRALINE HCL	3945	1041.98
GU	pcp	TRAZODONE HCL	3540	445.76
GU	psych	DIVALPROEX SODIUM	1740	9089.99
GU	psych	QUETIAPINE FUMARATE	1050	780.84
HI	pcp	BUPROPION HCL	121440	124255.56
HI	pcp	CLONAZEPAM	152315	46014.37
HI	pcp	FLUOXETINE HCL	224591	64391.54
HI	pcp	RISPERIDONE	95917	96519.18
HI	pcp	TRAZODONE HCL	386181	81824.69
HI	pcp	ZOLPIDEM TARTRATE	691824	254862.62
HI	psych	FLUOXETINE HCL	19286	15886.2
HI	psych	ZOLPIDEM TARTRATE	9663	2028.49
IA	pcp	FLUOXETINE HCL	1906165	572218.21
IA	pcp	QUETIAPINE FUMARATE	946302	2583541.56
IA	psych	CLONAZEPAM	17587	3837.37
IA	psych	FLUOXETINE HCL	14655	5495.63
IA	psych	RISPERIDONE	22883	17675.73
ID	pcp	BUPROPION HCL	575977	633026.41
ID	pcp	CLONAZEPAM	570322	120573.2
ID	pcp	DIVALPROEX SODIUM	210796	399968.2
ID	pcp	FLUOXETINE HCL	1084873	349172.32
ID	pcp	QUETIAPINE FUMARATE	401896	1518722.72
ID	pcp	RISPERIDONE	245321	220448.49
ID	pcp	TRAZODONE HCL	1281522	244065.51
ID	psych	FLUOXETINE HCL	4230	1458.84
ID	psych	LAMOTRIGINE	11473	16428.98
IL	pcp	FLUOXETINE HCL	3840158	1327309.06
IL	pcp	QUETIAPINE FUMARATE	2838069	8266685.34999999
IL	pcp	ZOLPIDEM TARTRATE	7180554	1979650.32
IL	psych	RISPERIDONE	168908	195533.77
IL	psych	SERTRALINE HCL	141966	50641.91
IN	pcp	BUPROPION HCL	2146848	2167971.82
IN	pcp	LAMOTRIGINE	467638	482509.78
IN	pcp	SERTRALINE HCL	8019777	2574119.70999999
IN	pcp	TRAZODONE HCL	4554055	1000357.74
IN	pcp	ZOLPIDEM TARTRATE	5325401	1696803.85
IN	psych	CLONAZEPAM	33473	11516.48
IN	psych	DIVALPROEX SODIUM	22632	64421.4
IN	psych	LAMOTRIGINE	30476	14442.15
IN	psych	SERTRALINE HCL	23179	8597.67
KS	pcp	CLONAZEPAM	1123665	296031.77
KS	pcp	DIVALPROEX SODIUM	611518	1206208.1
KS	pcp	RISPERIDONE	520135	473352.24
KS	pcp	SERTRALINE HCL	3295807	1104315.01
KS	psych	BUPROPION HCL	16560	19076.39
KS	psych	DIVALPROEX SODIUM	18335	46959.54
KS	psych	FLUOXETINE HCL	11468	5886.26
KS	psych	RISPERIDONE	17028	13839.26
KS	psych	TRAZODONE HCL	16126	4131.02
KY	pcp	BUPROPION HCL	1605345	1695908.56
KY	pcp	RISPERIDONE	1136741	1091263.8
KY	pcp	TRAZODONE HCL	4043342	860412.119999999
KY	psych	DIVALPROEX SODIUM	19861	43062.97
KY	psych	FLUOXETINE HCL	43586	17297.4
KY	psych	TRAZODONE HCL	41794	13262.44
LA	pcp	CLONAZEPAM	2383659	505083.819999999
LA	pcp	QUETIAPINE FUMARATE	2024653	7494206.43
LA	pcp	RISPERIDONE	904368	836514.769999999
LA	psych	LAMOTRIGINE	55969	51352.4
LA	psych	QUETIAPINE FUMARATE	173105	1030537.42
LA	psych	SERTRALINE HCL	85614	34900.44
MA	pcp	DIVALPROEX SODIUM	1448011	2707770.91
